Date,Price,Open,High,Low,Vol,Return_1d,Return_3d,Return_7d,HL_Range,HL_Range_Pct,OC_Range,OC_Range_Pct,Price_Position,SMA_5,Price_to_SMA_5,SMA_7,Price_to_SMA_7,SMA_10,Price_to_SMA_10,SMA_14,Price_to_SMA_14,SMA_20,Price_to_SMA_20,SMA_30,Price_to_SMA_30,EMA_5,Price_to_EMA_5,EMA_10,Price_to_EMA_10,EMA_20,Price_to_EMA_20,BB_Upper_10,BB_Lower_10,BB_Width_10,BB_Position_10,BB_Upper_20,BB_Lower_20,BB_Width_20,BB_Position_20,RSI_7,RSI_14,Stoch_14,ROC_5,ROC_10,MACD,MACD_Signal,MACD_Histogram,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,Vol_Change,Vol_SMA_5,Vol_Ratio_5,Vol_SMA_10,Vol_Ratio_10,Vol_SMA_20,Vol_Ratio_20,Vol_Price_Corr_20,Price_Lag_1,Return_Lag_1,Vol_Lag_1,Price_Lag_2,Return_Lag_2,Vol_Lag_2,Price_Lag_3,Return_Lag_3,Vol_Lag_3,Price_Lag_5,Return_Lag_5,Vol_Lag_5,Price_Lag_7,Return_Lag_7,Vol_Lag_7,Price_Mean_7,Price_Std_7,Price_Min_7,Price_Max_7,Price_Range_7,Price_Mean_14,Price_Std_14,Price_Min_14,Price_Max_14,Price_Range_14,Price_Mean_30,Price_Std_30,Price_Min_30,Price_Max_30,Price_Range_30,Day_of_Week,Day_of_Month,Month,Quarter,Year,Target_Price,RF_Pred_Tomorrow,RF_Pred_Today,SVR_Pred_Tomorrow
2018-10-12,0.4206,0.3821,0.4452,0.3782,638890000.0,10.075896362208848,-12.666112956810627,-19.255135342676144,0.067,17.71549444738234,0.0384999999999999,10.07589636220884,0.6328358208955223,0.4484599999999999,-6.212371225973334,0.4590857142857142,-8.383121732636301,0.47917,-12.22321931673519,,,,,,,0.4401545834815154,-4.442662695193011,0.4647301332866821,-9.495862249039744,0.4857866549741414,-13.418782567753196,0.573320378532313,0.385019621467687,0.188300757064626,0.1889550476958602,,,,,24.530218384966982,,,-12.829015544041452,-18.64603481624759,-0.0210614920143245,-0.0094034329079263,-0.0116580591063981,10.221327684067916,0.04316,7.133244861854247,0.03661,,,-10.65225295779375,436382000.0,1.4640613040867865,405070000.0,1.577233564569087,,,,0.3821,-17.951470904015466,715060000.0,0.4657,-3.301495016611289,252600000.0,0.4816,-2.173471460491583,246030000.0,0.4825,-1.288870703764322,282520000.0,0.5209,-1.4753168148288087,332770000.0,0.4590857142857142,0.0418189521856392,0.3821,0.4923,0.1102,,,,,,,,,,,4,12,10,4,2018,0.4224,0.4161446038811749,0.3909740759647148,
2018-10-13,0.4224,0.4204,0.4299,0.4167,295420000.0,0.4279600570613384,-9.297831221816622,-13.58428805237316,0.0131999999999999,3.167746580273576,0.002,0.475737392959087,0.4318181818181809,0.43448,-2.7803351132388188,0.4496,-6.049822064056953,0.46856,-9.851459791702233,,,,,,,0.4342363889876769,-2.725793896561924,0.4570337454163762,-7.577940527088101,0.4797498306908899,-11.95411171032622,0.5619131502771424,0.3752068497228576,0.1867063005542847,0.2527667793590125,,,,,30.072028811524618,,,-14.19865935405241,-20.075685903500467,-0.0233678029499783,-0.0121963069163367,-0.0111714960336416,10.077045359644163,0.04178,7.0427265789537845,0.03503,,,-53.7604282427335,429600000.0,0.6876629422718809,378979000.0,0.7795154876655435,,,,0.4206,10.075896362208848,638890000.0,0.3821,-17.951470904015466,715060000.0,0.4657,-3.301495016611289,252600000.0,0.4923,2.0310880829015554,329330000.0,0.4888,-6.162411211364949,376590000.0,0.4496,0.0414849370253833,0.3821,0.4923,0.1102,,,,,,,,,,,5,13,10,4,2018,0.4083,0.4235602293154601,0.4161446038811749,
2018-10-14,0.4083,0.4224,0.4295,0.4055,222970000.0,-3.3380681818181768,6.856843758178477,-15.378238341968908,0.0239999999999999,5.918618988902581,0.0141,3.3380681818181825,0.1166666666666655,0.4198199999999999,-2.744033157067305,0.439,-6.993166287015951,0.45652,-10.562516428634003,,,,,,,0.4255909259917846,-4.062804194307102,0.4481730644315805,-8.896800721871056,0.4729450849108051,-13.668623900171594,0.5463918989574733,0.3666481010425266,0.1797437979149466,0.2317292693302424,,,,,28.727064220183493,,,-15.22009966777408,-22.77283903915264,-0.0260332282932971,-0.0149636911917288,-0.0110695371015683,10.078628359626077,0.0422199999999999,7.016221649855628,0.0349399999999999,,,-24.52440593053957,424988000.0,0.5246501077677488,369218000.0,0.6038979681380647,,,,0.4224,0.4279600570613384,295420000.0,0.4206,10.075896362208848,638890000.0,0.3821,-17.951470904015466,715060000.0,0.4816,-2.173471460491583,246030000.0,0.4825,-1.288870703764322,282520000.0,0.439,0.0411557205420262,0.3821,0.4923,0.1102,,,,,,,,,,,6,14,10,4,2018,0.4598,0.4183494118455704,0.4235602293154601,
2018-10-15,0.4598,0.4083,0.51,0.399,884050000.0,12.613274553024745,9.32001902044699,-6.601665651025801,0.1109999999999999,27.819548872180444,0.0514999999999999,12.613274553024734,0.5477477477477475,0.41864,9.831836422702068,0.4343571428571428,5.857589212300618,0.4504099999999999,2.08476721209565,0.4713714285714285,-2.454843011274088,,,,,0.4369939506611898,5.218847836292406,0.4502870527167477,2.1126406424206934,0.4716931720621571,-2.521378889196624,0.5283439007678234,0.3724760992321764,0.155867801535647,0.5602433594846885,,,,,42.48033317908375,39.92248062015504,40.47619047619048,-1.2669100279149703,-11.72969859857939,-0.0237165874278825,-0.0167142704389595,-0.0070023169889229,12.181251173893058,0.06054,8.46799940508053,0.04385,,,296.4883168139212,551278000.0,1.6036373662652963,424346000.0,2.083323514302008,,,,0.4083,-3.3380681818181768,222970000.0,0.4224,0.4279600570613384,295420000.0,0.4206,10.075896362208848,638890000.0,0.4657,-3.301495016611289,252600000.0,0.4923,2.0310880829015554,329330000.0,0.4343571428571428,0.0355987292443079,0.3821,0.4816,0.0994999999999999,0.4713714285714285,0.0473488758468039,0.3821,0.5287,0.1465999999999999,,,,,,0,15,10,4,2018,0.4834,0.4514850385392718,0.4183494118455704,
2018-10-16,0.4834,0.4598,0.4858,0.4552,391840000.0,5.132666376685524,14.44128787878789,0.3737541528239241,0.0306,6.7223198594024645,0.0236,5.132666376685518,0.92156862745098,0.4389,10.138983823194335,0.4346142857142857,11.225059987509445,0.44987,7.453264276346494,0.4689714285714285,3.076641891068599,,,,,0.4524626337741265,6.837551637759698,0.4563075885864299,5.937313358626839,0.4728081080562373,2.240209455651465,0.5266885191792251,0.373051480820775,0.1536370383584501,0.7182416451023431,,,,,50.39301310043669,44.53480806766427,61.59250585480092,26.511384454331328,-1.104746317512278,-0.019748659827596,-0.0173211483166868,-0.0024275115109091,6.598667395080829,0.0491599999999999,8.44234023320446,0.0416399999999999,,,-55.6767151179232,486634000.0,0.8052047329204289,425871000.0,0.9200908256256004,,,,0.4598,12.613274553024745,884050000.0,0.4083,-3.3380681818181768,222970000.0,0.4224,0.4279600570613384,295420000.0,0.3821,-17.951470904015466,715060000.0,0.4816,-2.173471460491583,246030000.0,0.4346142857142857,0.0360010846397455,0.3821,0.4834,0.1013,0.4689714285714285,0.0456803177371987,0.3821,0.5287,0.1465999999999999,,,,,,1,16,10,4,2018,0.4829,0.477152403197608,0.4514850385392718,
2018-10-17,0.4829,0.4831,0.4953,0.471,365470000.0,-0.1034340091021879,18.27087925544944,3.693364827141932,0.0243,5.159235668789818,0.0001999999999999,0.0413992962119598,0.4897119341563786,0.45136,6.987770294221907,0.4370714285714285,10.485373427030552,0.44991,7.332577626636438,0.4657142857142857,3.690184049079748,,,,,0.4626084225160843,4.386339827872487,0.4611425724798062,4.718156340064783,0.47376924062231,1.9272587991775223,0.5268044124541358,0.3730155875458643,0.1537888249082715,0.7145149364375278,,,,,54.02621722846442,42.30769230769231,61.29976580796252,14.81217308606753,0.0829015544041474,-0.0164547147296211,-0.0171478615992737,0.0006931468696525,6.1920673409509535,0.04062,8.427065181674632,0.04189,,,-6.729787668436094,431950000.0,0.8460932978353977,434166000.0,0.8417748050284914,,,,0.4834,5.132666376685524,391840000.0,0.4598,12.613274553024745,884050000.0,0.4083,-3.3380681818181768,222970000.0,0.4206,10.075896362208848,638890000.0,0.4657,-3.301495016611289,252600000.0,0.4370714285714285,0.0389431086880045,0.3821,0.4834,0.1013,0.4657142857142857,0.0426333357676986,0.3821,0.5287,0.1465999999999999,,,,,,2,17,10,4,2018,0.4668,0.4811046867319791,0.477152403197608,
2018-10-18,0.4668,0.4833,0.4924,0.4555,342260000.0,-3.3340236073721274,1.5224010439321534,22.166971996859463,0.0368999999999999,8.100987925356748,0.0165,3.414028553693361,0.3062330623306227,0.46024,1.4253432991482518,0.4491714285714285,3.9246867247630712,0.44736,4.34549356223175,0.4612928571428571,1.1938495842430452,,,,,0.4640056150107229,0.6022308564547219,0.4621711956652959,1.001534578121177,0.4731055034201852,-1.3327901228375905,0.5195542564659181,0.375165743534082,0.1443885129318361,0.6346367491794676,,,,,78.98699520876113,40.08965738072367,57.38341968911919,10.511363636363637,-5.179768433881784,-0.0149708008810127,-0.0167124494556215,0.0017416485746088,6.775656216345989,0.04536,8.478161276027683,0.04357,,,-6.350726461816292,441318000.0,0.7755405399281244,435459000.0,0.7859752582906772,,,,0.4829,-0.1034340091021879,365470000.0,0.4834,5.132666376685524,391840000.0,0.4598,12.613274553024745,884050000.0,0.4224,0.4279600570613384,295420000.0,0.3821,-17.951470904015466,715060000.0,0.4491714285714285,0.0314548731934984,0.4083,0.4834,0.0751,0.4612928571428571,0.0386195539209732,0.3821,0.5209,0.1388,,,,,,3,18,10,4,2018,0.46,0.4712442776496681,0.4811046867319791,
2018-10-19,0.46,0.4668,0.4712,0.4572,221220000.0,-1.4567266495287057,-4.840711625982619,9.367570137898262,0.014,3.062117235345585,0.0067999999999999,1.4567266495287003,0.2000000000000016,0.47058,-2.2482893450635366,0.4548,1.1433597185576128,0.4452,3.3243486073674777,0.4569428571428572,0.6690427061839532,,,,,0.4626704100071486,-0.5771732856456824,0.4617764328170602,-0.3846954263610036,0.4718573602373104,-2.512912001912404,0.5140565658936513,0.3763434341063486,0.1377131317873027,0.6074697801721521,,,,,67.22027972027973,40.21843880501124,56.96378830083565,12.662258143521926,-4.485049833887034,-0.0141800330408663,-0.0162059661726704,0.0020259331318041,6.435330095572248,0.04336,8.462594234343598,0.04279,,,-35.364927248290776,440968000.0,0.5016690553509552,432978000.0,0.5109266521624656,,,,0.4668,-3.3340236073721274,342260000.0,0.4829,-0.1034340091021879,365470000.0,0.4834,5.132666376685524,391840000.0,0.4083,-3.3380681818181768,222970000.0,0.4206,10.075896362208848,638890000.0,0.4548,0.0289125693542909,0.4083,0.4834,0.0751,0.4569428571428572,0.0346108634410047,0.3821,0.4923,0.1102,,,,,,4,19,10,4,2018,0.4671,0.4629612905596161,0.4712442776496681,
2018-10-20,0.4671,0.46,0.4711,0.4558,180910000.0,1.5434782608695574,-3.2718989438807133,10.582386363636376,0.0153,3.356735410267669,0.0070999999999999,1.543478260869564,0.7385620915032683,0.4720399999999999,-1.0465214812303891,0.4611857142857142,1.2824086980763871,0.44534,4.886154398886244,0.4553928571428571,2.570778762450021,,,,,0.4641469400047658,0.636233860596791,0.4627443541230493,0.9412639696501746,0.4714042783099476,-0.9130757839914015,0.514387243086005,0.376292756913995,0.13809448617201,0.6575732717734712,,,,,68.67167919799499,46.210268948655255,67.4506828528073,1.587646802957814,0.3006227184882998,-0.0128325080032489,-0.0155312745387861,0.0026987665355372,3.2148085970699465,0.02422,8.398886871568019,0.04238,,,-18.22167977578881,300340000.0,0.6023506692415262,425809000.0,0.4248618512055875,,,,0.46,-1.4567266495287057,221220000.0,0.4668,-3.3340236073721274,342260000.0,0.4829,-0.1034340091021879,365470000.0,0.4598,12.613274553024745,884050000.0,0.4224,0.4279600570613384,295420000.0,0.4611857142857142,0.0252708942310736,0.4083,0.4834,0.0751,0.4553928571428571,0.033543896940845,0.3821,0.4923,0.1102,,,,,,5,20,10,4,2018,0.4642,0.46562877022944,0.4629612905596161,
2018-10-21,0.4642,0.4671,0.473,0.4632,230820000.0,-0.6208520659387706,-0.5569837189374427,13.690913543962768,0.0097999999999999,2.1157167530224474,0.0029,0.620852065938774,0.1020408163265309,0.4681999999999999,-0.8543357539512964,0.4691714285714286,-1.059618780829441,0.45355,2.3481424319259148,0.4540857142857142,2.227395708802616,0.47118,-1.481387155651781,,,0.4641646266698439,0.0076208586616832,0.4630090170097676,0.2572267378125881,0.4707181565661431,-1.384725971416223,0.5069220068117285,0.4001779931882715,0.1067440136234569,0.5997714029900376,0.550175871977425,0.3921841280225751,0.1579917439548498,0.4558204762775782,75.76036866359448,46.76564156945918,65.25037936267071,-3.9718659495242026,21.486521852918088,-0.011861854392543,-0.0147973905095375,0.0029355361169945,1.7931531074742524,0.02006,5.481845451626118,0.03461,,0.035465,27.58830357636395,268136000.0,0.8608318166900379,377385000.0,0.6116300329901825,381277500.0,0.6053858410213033,-0.1941491583439622,0.4671,1.5434782608695574,180910000.0,0.46,-1.4567266495287057,221220000.0,0.4668,-3.3340236073721274,342260000.0,0.4834,5.132666376685524,391840000.0,0.4083,-3.3380681818181768,222970000.0,0.4691714285714286,0.0099790972012699,0.4598,0.4834,0.0236,0.4540857142857142,0.0327535754276798,0.3821,0.4923,0.1102,,,,,,6,21,10,4,2018,0.4606,0.4640512591924669,0.46562877022944,
2018-10-22,0.4606,0.4642,0.4678,0.456,150690000.0,-0.7755277897458002,0.1304347826087015,0.1739886907351051,0.0117999999999999,2.587719298245609,0.0035999999999999,0.7755277897457975,0.3898305084745764,0.46374,-0.6771035494026911,0.4692857142857143,-1.8508371385083768,0.45755,0.6665938148836092,0.4518214285714285,1.9429294126946488,0.46836,-1.6568451618413138,,,0.4629764177798959,-0.5132913229774272,0.4625710139170825,-0.4260997463701566,0.4697545226074628,-1.948788604875773,0.5056853877677914,0.4094146122322088,0.0962707755355825,0.5316814732511697,0.5444417676478477,0.3922782323521523,0.1521635352956953,0.4490022364101873,50.66006600660068,44.2717744850018,62.51896813353567,-4.617933319527849,9.51022349025203,-0.0112533724537557,-0.0140885868983812,0.0028352144446254,1.753160804390054,0.01756,4.751657218667006,0.0290899999999999,6.07218141964244,0.03285,-34.71536262022356,225180000.0,0.6691979749533706,328565000.0,0.458630712340024,366817500.0,0.4108037375534155,-0.2025081866387043,0.4642,-0.6208520659387706,230820000.0,0.4671,1.5434782608695574,180910000.0,0.46,-1.4567266495287057,221220000.0,0.4829,-0.1034340091021879,365470000.0,0.4598,12.613274553024745,884050000.0,0.4692857142857143,0.0098577260006948,0.46,0.4834,0.0233999999999999,0.4518214285714285,0.0309549096036709,0.3821,0.4834,0.1013,,,,,,0,22,10,4,2018,0.4687,0.4613380199717868,0.4640512591924669,
2018-10-23,0.4687,0.4606,0.483,0.4439,267330000.0,1.7585757707338168,0.3425390708627684,-3.0409598676044647,0.0390999999999999,8.808290155440407,0.0080999999999999,1.7585757707338243,0.6342710997442458,0.46412,0.9868137550633538,0.4671857142857143,0.3241292847750987,0.4621799999999999,1.4107057856246552,0.4508999999999999,3.947660235085393,0.4653699999999999,0.7155596622042903,,,0.4648842785199307,0.8207895290022638,0.4636853750230675,1.081471456088745,0.4696540918829425,-0.2031477845998108,0.5037477011365536,0.4206122988634462,0.0831354022731074,0.5784262759513845,0.5360055538923865,0.3947344461076134,0.141271107784773,0.5235716987869403,33.70288248337029,47.6468442174389,68.66464339908953,0.4070265638389059,10.961174242424244,-0.0100022441831532,-0.0132713183553356,0.0032690741721823,1.4614681213418714,0.0179999999999999,4.7522129696897935,0.03168,6.062492623053336,0.033355,77.40394186740991,210194000.0,1.2718250758822802,325756000.0,0.8206448998637017,352367500.0,0.7586681518585,-0.3216877198091499,0.4606,-0.7755277897458002,150690000.0,0.4642,-0.6208520659387706,230820000.0,0.4671,1.5434782608695574,180910000.0,0.4668,-3.3340236073721274,342260000.0,0.4834,5.132666376685524,391840000.0,0.4671857142857143,0.0076736407203344,0.46,0.4829,0.0228999999999999,0.4508999999999999,0.0301826746023916,0.3821,0.4834,0.1013,,,,,,1,23,10,4,2018,0.4631,0.4674568591610962,0.4613380199717868,
2018-10-24,0.4631,0.4687,0.4762,0.4599,161660000.0,-1.1947941113718774,-0.2369668246445466,-4.100227790432798,0.0163,3.54424874972821,0.0055999999999999,1.1947941113718783,0.1963190184049097,0.46474,-0.3528854843568463,0.4643571428571428,-0.270727580372232,0.4676600000000001,-0.9750673566266244,0.4507142857142857,2.748019017432668,0.46209,0.2185721396264606,,,0.4642895190132871,-0.256201995645966,0.4635789432006915,-0.1033142699245037,0.4690298926559956,-1.264288854259621,0.4851109343907763,0.4502090656092238,0.0349018687815524,0.3693479702035246,0.5261275843589244,0.3980524156410757,0.1280751687178487,0.5078859939058524,30.2788844621514,49.50720242608037,64.41578148710168,0.6739130434782591,13.421503796228269,-0.0093547534391409,-0.0124880053720966,0.0031332519329557,1.3953742686974928,0.0184599999999999,4.572651305005151,0.03091,6.063879497586358,0.0329249999999999,-39.52792428833277,198282000.0,0.8153034566929928,319625000.0,0.5057802111849824,344421500.0,0.4693667497528464,-0.3293560404123937,0.4687,1.7585757707338168,267330000.0,0.4606,-0.7755277897458002,150690000.0,0.4642,-0.6208520659387706,230820000.0,0.46,-1.4567266495287057,221220000.0,0.4829,-0.1034340091021879,365470000.0,0.4643571428571428,0.0033430809855886,0.46,0.4687,0.0086999999999999,0.4507142857142857,0.030092469212358,0.3821,0.4834,0.1013,,,,,,2,24,10,4,2018,0.4628,0.4646637416462989,0.4674568591610962,
