Date,Price,Open,High,Low,Vol,Return_1d,Return_3d,Return_7d,HL_Range,HL_Range_Pct,OC_Range,OC_Range_Pct,Price_Position,SMA_5,Price_to_SMA_5,SMA_7,Price_to_SMA_7,SMA_10,Price_to_SMA_10,SMA_14,Price_to_SMA_14,SMA_20,Price_to_SMA_20,SMA_30,Price_to_SMA_30,EMA_5,Price_to_EMA_5,EMA_10,Price_to_EMA_10,EMA_20,Price_to_EMA_20,BB_Upper_10,BB_Lower_10,BB_Width_10,BB_Position_10,BB_Upper_20,BB_Lower_20,BB_Width_20,BB_Position_20,RSI_7,RSI_14,Stoch_14,ROC_5,ROC_10,MACD,MACD_Signal,MACD_Histogram,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,Vol_Change,Vol_SMA_5,Vol_Ratio_5,Vol_SMA_10,Vol_Ratio_10,Vol_SMA_20,Vol_Ratio_20,Vol_Price_Corr_20,Price_Lag_1,Return_Lag_1,Vol_Lag_1,Price_Lag_2,Return_Lag_2,Vol_Lag_2,Price_Lag_3,Return_Lag_3,Vol_Lag_3,Price_Lag_5,Return_Lag_5,Vol_Lag_5,Price_Lag_7,Return_Lag_7,Vol_Lag_7,Price_Mean_7,Price_Std_7,Price_Min_7,Price_Max_7,Price_Range_7,Price_Mean_14,Price_Std_14,Price_Min_14,Price_Max_14,Price_Range_14,Price_Mean_30,Price_Std_30,Price_Min_30,Price_Max_30,Price_Range_30,Day_of_Week,Day_of_Month,Month,Quarter,Year,Target_Price
2018-05-26,0.6088,0.6056,0.6247,0.5989,99110000.0,,,,0.025800000000000045,4.307897812656545,0.0031999999999999806,0.5284015852047524,0.38372093023255827,,,,,,,,,,,,,0.6088,0.0,0.6088,0.0,0.6088,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,5,2,2018,0.6046
2018-05-27,0.6046,0.6088,0.6119,0.5988,95150000.0,-0.689881734559783,,,0.0131,2.1877087508350037,0.0041999999999999815,0.6898817345597867,0.4427480916030555,,,,,,,,,,,,,0.6074,-0.46098123147844117,0.6080363636363636,-0.5651575862687497,0.6084,-0.6245890861275472,,,,,,,,,,,,,,-0.000335042735042701,-6.70085470085402e-05,-0.0002680341880341608,,,,,,,-3.9955604883462836,,,,,,,,0.6088,,99110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,5,2,2018,0.5476
2018-05-28,0.5476,0.6047,0.6075,0.546,158340000.0,-9.427720807145224,,,0.0615,11.263736263736263,0.05710000000000004,9.442698858938323,0.026016260162600568,,,,,,,,,,,,,0.5874666666666668,-6.7862006354970745,0.5970479338842974,-8.282071016073566,0.6026095238095238,-9.128552011884828,,,,,,,,,,,,,,-0.005140731000560006,-0.0010817530377188332,-0.004058977962841173,,,,,,,66.41093011035208,,,,,,,,0.6046,-0.689881734559783,95150000.0,0.6088,,99110000.0,,,,,,,,,,,,,,,,,,,,,,,,,0,28,5,2,2018,0.5994
2018-05-29,0.5994,0.5476,0.6088,0.5444,155950000.0,9.459459459459474,-1.544021024967146,,0.06440000000000001,11.829537105069804,0.05180000000000007,9.459459459459472,0.8540372670807459,,,,,,,,,,,,,0.5914444444444446,1.3451061431523526,0.5974755822689706,0.3220914440923872,0.6023038548752835,-0.48212457080898385,,,,,,,,,,,,,,-0.004715093818266625,-0.0018084211938283914,-0.0029066726244382332,,,,,,,-1.5094101300997864,,,,,,,,0.5476,-9.427720807145224,158340000.0,0.6046,-0.689881734559783,95150000.0,0.6088,,99110000.0,,,,,,,,,,,,,,,,,,,,,,1,29,5,2,2018,0.5938
2018-05-30,0.5938,0.5994,0.6255,0.5786,132830000.0,-0.9342676009342799,-1.786304995038046,,0.04689999999999994,8.105772554441746,0.005600000000000049,0.9342676009342756,0.3240938166311303,0.59084,0.5009816532394407,,,,,,,,,,,0.5922296296296298,0.2651624119773155,0.5968072945837032,-0.5038970888921357,0.6014939639347803,-1.2791423349369668,,,,,,,,,,,,,,-0.0047746077772304885,-0.002401658510508811,-0.0023729492667216774,,0.04234,,,,,-14.825264507855085,128276000.0,1.0355015747294896,,,,,,0.5994,9.459459459459474,155950000.0,0.5476,-9.427720807145224,158340000.0,0.6046,-0.689881734559783,95150000.0,,,,,,,,,,,,,,,,,,,,,,2,30,5,2,2018,0.611
2018-05-31,0.611,0.5941,0.621,0.5866,123380000.0,2.8965981812058006,11.57779401022645,,0.034399999999999986,5.864302761677461,0.016900000000000026,2.844638949671777,0.7093023255813949,0.59128,3.3351373291841346,,,,,,,,,,,0.5984864197530866,2.0908712100896176,0.5993877864775753,1.9373457024652208,0.6023993007028965,1.4277405845371849,,,,,,,,,,,,0.36136662286464843,,-0.003394744266136729,-0.002600275661634395,-0.000794468604502334,6.851317129899811,0.04405999999999999,,,,,-7.1143566965294,133130000.0,0.9267633140539322,,,,,,0.5938,-0.9342676009342799,132830000.0,0.5994,9.459459459459474,155950000.0,0.5476,-9.427720807145224,158340000.0,0.6088,,99110000.0,,,,,,,,,,,,,,,,,,,3,31,5,2,2018,0.6211
2018-06-01,0.6211,0.611,0.6236,0.6019,132400000.0,1.6530278232405937,3.6202869536202664,,0.021700000000000053,3.6052500415351476,0.010099999999999998,1.6530278232405888,0.8847926267281082,0.59458,4.460291298059138,0.5980428571428572,3.8554331987673995,,,,,,,,,0.6060242798353911,2.4876429321782023,0.6033354616634706,2.944388232634343,0.604180319683573,2.800435526481282,,,,,,,,,54.21521590130225,,,2.729077075752557,,-0.0014692700706515627,-0.0023740745434378285,0.0009048044727862658,6.85015816338646,0.04578,,,,,7.310747284811159,140580000.0,0.9418124911082657,,,,,,0.611,2.8965981812058006,123380000.0,0.5938,-0.9342676009342799,132830000.0,0.5994,9.459459459459474,155950000.0,0.6046,-0.689881734559783,95150000.0,,,,0.5980428571428572,0.023883596682162247,0.5476,0.6211,0.07350000000000001,,,,,,,,,,,4,1,6,2,2018,0.6429
2018-06-02,0.6429,0.6211,0.6506,0.6155,145530000.0,3.5099017871518257,8.268777366116552,5.601182654402104,0.03509999999999991,5.702680747359855,0.02180000000000004,3.509901787151834,0.780626780626782,0.61364,4.768268039893098,0.6029142857142856,6.632072789309085,,,,,,,,,0.6183161865569274,3.9759291407146735,0.6105290140882942,5.3021208107604245,0.6078679082851375,5.763109260643806,,,,,,,,,60.16696481812761,,,17.403214024835655,,0.0017950674907191155,-0.0015402461366064398,0.0033353136273255556,3.833596112134752,0.04049999999999998,,,,,9.916918429003019,138018000.0,1.0544276833456505,,,,,,0.6211,1.6530278232405937,132400000.0,0.611,2.8965981812058006,123380000.0,0.5938,-0.9342676009342799,132830000.0,0.5476,-9.427720807145224,158340000.0,0.6088,,99110000.0,0.6029142857142856,0.02930554148799787,0.5476,0.6429,0.09530000000000005,,,,,,,,,,,5,2,6,2,2018,0.688
2018-06-03,0.688,0.6429,0.688,0.6393,127980000.0,7.015087883030002,12.60229132569557,13.794244128349309,0.048699999999999966,7.617706866885651,0.04509999999999992,7.015087883030008,1.0,0.6313599999999999,8.971109984794733,0.6148285714285714,11.90111064640551,,,,,,,,,0.6415441243712849,7.241259620956209,0.6246146478904224,10.147913169128465,0.6154995360675054,11.779125683133419,,,,,,,,,69.99041227229144,,,14.781448114781432,,0.00792986110728322,0.0003537753121714922,0.007576085795111728,2.895540441393011,0.03735999999999997,,,,,-12.059369202226344,132424000.0,0.9664411284963451,,,,,,0.6429,3.5099017871518257,145530000.0,0.6211,1.6530278232405937,132400000.0,0.611,2.8965981812058006,123380000.0,0.5994,9.459459459459474,155950000.0,0.6046,-0.689881734559783,95150000.0,0.6148285714285714,0.043581292404184735,0.5476,0.688,0.14039999999999997,,,,,,,,,,,6,3,6,2,2018,0.656
2018-06-04,0.656,0.688,0.7043,0.6358,194540000.0,-4.6511627906976605,5.6190629528256375,19.795471146822518,0.0685,10.77382824787669,0.03199999999999992,4.651162790697662,0.294890510948905,0.6437999999999999,1.8949984467226066,0.6303142857142857,4.075064593626765,0.61732,6.265794077625864,,,,,,,0.6463627495808567,1.4909971877854478,0.6303210755467092,4.073943494752763,0.6193567231086954,5.916344414150143,0.6938269524800051,0.5408130475199948,0.15301390496001033,0.7527874836611022,,,,,79.520697167756,,,10.474907376220957,,0.010093248002229105,0.002301669850183015,0.00779157815204609,4.259028406536068,0.04167999999999998,,0.04200999999999999,,,52.00812626972964,144766000.0,1.3438238260365003,136521000.0,1.4249822371649783,,,,0.688,7.015087883030002,127980000.0,0.6429,3.5099017871518257,145530000.0,0.6211,1.6530278232405937,132400000.0,0.5938,-0.9342676009342799,132830000.0,0.5476,-9.427720807145224,158340000.0,0.6303142857142857,0.03389377664465997,0.5938,0.688,0.09419999999999995,,,,,,,,,,,0,4,6,2,2018,0.6759
2018-06-05,0.6759,0.6556,0.6839,0.6347,154840000.0,3.033536585365848,5.132991133924403,12.762762762762737,0.04919999999999991,7.75169371356545,0.020299999999999985,3.0964002440512486,0.8373983739837394,0.65678,2.911172691007624,0.6412428571428571,5.404682870318789,0.62403,8.312100379789422,,,,,,,0.6562084997205712,3.0007993325008586,0.6386081527200348,5.839550766949553,0.6247417970983434,8.188695416132607,0.708564650357774,0.5394953496422259,0.16906930071554815,0.8067972705894668,,,,,75.21423862887278,,,10.621931260229125,11.021681997371868,0.013260650862916279,0.004493466052729668,0.008767184810186611,4.265989223946217,0.04463999999999997,5.468338898234047,0.04434999999999998,,,-20.40711421815565,151058000.0,1.0250367408545062,142094000.0,1.0897011837234507,,,,0.656,-4.6511627906976605,194540000.0,0.688,7.015087883030002,127980000.0,0.6429,3.5099017871518257,145530000.0,0.611,2.8965981812058006,123380000.0,0.5994,9.459459459459474,155950000.0,0.6412428571428571,0.0345905987778403,0.5938,0.688,0.09419999999999995,,,,,,,,,,,1,5,6,2,2018,0.6733
2018-06-06,0.6733,0.6761,0.6804,0.6554,126750000.0,-0.38467228880011417,-2.13662790697674,13.388346244526783,0.025000000000000022,3.814464449191337,0.0028000000000000247,0.41413992013016193,0.7160000000000004,0.66722,0.9112436677557678,0.6526,3.1719276739197166,0.6309,6.720557933111437,,,,,,,0.6619056664803808,1.7214437187412779,0.6449157613163922,4.401231972633202,0.6293663878508822,6.980609863697906,0.7194858779816387,0.5423141220183614,0.17717175596327728,0.7393157970889463,,,,,76.73167451244122,,,8.404443728868142,11.362884551769762,0.015383708365016902,0.006671514515187115,0.008712193849829786,4.41551944497237,0.045299999999999965,5.4575437813877095,0.04553999999999998,,,-18.1413071557737,149928000.0,0.8454057947814951,145254000.0,0.8726093601553141,,,,0.6759,3.033536585365848,154840000.0,0.656,-4.6511627906976605,194540000.0,0.688,7.015087883030002,127980000.0,0.6211,1.6530278232405937,132400000.0,0.5938,-0.9342676009342799,132830000.0,0.6526,0.0290201079713131,0.611,0.688,0.07699999999999996,,,,,,,,,,,2,6,6,2,2018,0.6777
2018-06-07,0.6777,0.6732,0.6888,0.6687,110510000.0,0.653497697905836,3.3079268292682817,10.916530278232406,0.020100000000000007,3.005832211754151,0.0044999999999999485,0.6684491978609549,0.447761194029851,0.67418,0.5221157554362366,0.6621285714285714,2.351722798765876,0.64391,5.247627774067798,,,,,,,0.667170444320254,1.5782407283455147,0.6508765319861389,4.121129998651152,0.633969589007941,6.897872035232777,0.714512263105056,0.573307736894944,0.14120452621011204,0.7392982782274312,,,,,74.54010301692426,,,5.41297246850209,23.758217677136596,0.017222756739995848,0.008781762960148862,0.008440993779846986,4.306993953672349,0.04229999999999998,4.012589095386821,0.04139999999999998,,,-12.812623274161739,142924000.0,0.7732081385911393,140471000.0,0.7867104242156744,,,,0.6733,-0.38467228880011417,126750000.0,0.6759,3.033536585365848,154840000.0,0.656,-4.6511627906976605,194540000.0,0.6429,3.5099017871518257,145530000.0,0.611,2.8965981812058006,123380000.0,0.6621285714285714,0.023512033393258823,0.6211,0.688,0.06689999999999996,,,,,,,,,,,3,7,6,2,2018,0.6725
